titulo,content,link,rss,horario,web,url_web,lugar,nivel,local,telefono,mail,tipo,texto_embedding,document_type,search_category
Viale Joyas,"Quiénes somos.¿Qué es Viale Joyas?..Colecciones de joyas de autor compuestas por aros, collares, anillos y pulseras. Hechas a mano de enchape de oro de 18k, plata 925, gold filled y piedras naturales..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteJoyas.",https://mut.cl/tiendas/viale-joyas/,https://www.instagram.com/vialejoyas; https://www.facebook.com/vialejoyas,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -1,-1,1022,,,Tienda,"TIPO: Tienda | TIENDA: Viale Joyas | Quiénes somos.¿Qué es Viale Joyas?..Colecciones de joyas de autor compuestas por aros, collares, anillos y pulseras. Hechas a mano de enchape de oro de 18k, plata 925, gold filled y piedras naturales..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteJoyas. | UBICACION: Nivel -1 - Nivel -1 - Local 1022 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Toty Stone,"Quiénes somos.¿Qué es Toty Stone?..Con el objetivo de ayudar a las personas a preservar el conocimiento, los trabajos antiguos y la cultura. Toty Stone elabora joyas de autor que sanan tu energía y abren tus chakras, realizadas con plata de ley, lapislázuli y piedra natural..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteJoyas.",https://mut.cl/tiendas/toty-stone/,https://www.instagram.com/totystone/; https://www.facebook.com/totystone.cl/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.totystone.com,https://chile.totystone.com/,Nivel -1,-1,1116,,,Tienda,"TIPO: Tienda | TIENDA: Toty Stone | Quiénes somos.¿Qué es Toty Stone?..Con el objetivo de ayudar a las personas a preservar el conocimiento, los trabajos antiguos y la cultura. Toty Stone elabora joyas de autor que sanan tu energía y abren tus chakras, realizadas con plata de ley, lapislázuli y piedra natural..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteJoyas. | UBICACION: Nivel -1 - Nivel -1 - Local 1116 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.totystone.com",tienda,comercios_y_tiendas
The Plant Store,"Quiénes somos.¿Qué es The Plant Store?..Maceteros, asesorías y una gran diversidad de plantas de interior, es lo que se puede encontrar en esta tienda que busca crear comunidad y juntar a los plantlovers con la excusa de vivir la experiencia y el amor por lo verde. Especializados en plantas de interior y dedicados a la creación de maceteros de autor, poniendo en valor el arte y lo hecho a mano. .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteHogar.",https://mut.cl/tiendas/the-plant-store/,https://www.instagram.com/theplantstore.cl/; https://www.facebook.com/Theplantstorestgo,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.theplantstore.cl,https://theplantstore.cl/,Nivel -1,-1,1048,,,Tienda,"TIPO: Tienda | TIENDA: The Plant Store | Quiénes somos.¿Qué es The Plant Store?..Maceteros, asesorías y una gran diversidad de plantas de interior, es lo que se puede encontrar en esta tienda que busca crear comunidad y juntar a los plantlovers con la excusa de vivir la experiencia y el amor por lo verde. Especializados en plantas de interior y dedicados a la creación de maceteros de autor, poniendo en valor el arte y lo hecho a mano. .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteHogar. | UBICACION: Nivel -1 - Nivel -1 - Local 1048 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.theplantstore.cl",tienda,comercios_y_tiendas
Rincón Himalaya,"Quiénes somos.¿Qué es Rincón Himalaya?..Empresa familiar con mas de 30 años de experiencia en productos de la India y el Oriente, además de una serie de marcas propias con las mejores calidades..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteHogar.Tienda.",https://mut.cl/tiendas/rincon-himalaya/,https://rinconhimalaya.cl/; https://www.instagram.com/rinconhimalaya/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.rinconhimalaya.cl,https://rinconhimalaya.cl/?gclid=Cj0KCQiAj_CrBhD-ARIsAIiMxT9LX2bKJVvAChPHRyC4WfeW7CNhnCkrV43B5Wa775MhLT-l9DAZVtcaAkCfEALw_wcB,Nivel -1,-1,1024,,,Tienda,"TIPO: Tienda | TIENDA: Rincón Himalaya | Quiénes somos.¿Qué es Rincón Himalaya?..Empresa familiar con mas de 30 años de experiencia en productos de la India y el Oriente, además de una serie de marcas propias con las mejores calidades..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteHogar.Tienda. | UBICACION: Nivel -1 - Nivel -1 - Local 1024 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.rinconhimalaya.cl",tienda,comercios_y_tiendas
Pasquín,"Quiénes somos.¿Qué es Pasquin?..Pasquín es conformado un equipo de amantes de la innovación y el diseño. En base al &#8220;Design Thinking&#8221; se llegó a la idea de como transformar productos de corta vida útil (como stickers) a productos duraderos y reutilizables. La idea fue mutando y creciendo, de papelería mural, para luego llegar a los Posters y mini Posters Adhesivos. El pensamiento Pasquín es mejorar la vida cotidiana de las personas, a través, de un comercio justo y respetuoso..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Hogar.",https://mut.cl/tiendas/pasquin/,https://www.instagram.com/tiendapasquin/; https://www.facebook.com/pasquin.design,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.tiendapasquin.cl,https://tiendapasquin.cl/,Nivel -1,-1,1024,,,Tienda,"TIPO: Tienda | TIENDA: Pasquín | Quiénes somos.¿Qué es Pasquin?..Pasquín es conformado un equipo de amantes de la innovación y el diseño. En base al &#8220;Design Thinking&#8221; se llegó a la idea de como transformar productos de corta vida útil (como stickers) a productos duraderos y reutilizables. La idea fue mutando y creciendo, de papelería mural, para luego llegar a los Posters y mini Posters Adhesivos. El pensamiento Pasquín es mejorar la vida cotidiana de las personas, a través, de un comercio justo y respetuoso..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Hogar. | UBICACION: Nivel -1 - Nivel -1 - Local 1024 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.tiendapasquin.cl",tienda,comercios_y_tiendas
Ojo por Ojo,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Ojo por Ojo?..Librería de artes aplicadas de diseño, comunicación, arquitectura, ilustración y fotografía, entre otros.Arte.",https://mut.cl/tiendas/ojo-por-ojo/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -1 - local L03,-1,L03,,,Tienda,"TIPO: Tienda | TIENDA: Ojo por Ojo | Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es Ojo por Ojo?..Librería de artes aplicadas de diseño, comunicación, arquitectura, ilustración y fotografía, entre otros.Arte. | UBICACION: Nivel -1 - local L03 - Nivel -1 - Local L03 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
NS Leather,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0.¿Qué es NS Leather?..Marcas que desarrolla objetos y accesorios en cuero, hechos a mano con materiales nobles, cueros naturales, todos forrados en su interior son textiles de Bellavista Oveja Tome, herrajería de calidad y cierres YKK Brasil.Ropa.",https://mut.cl/tiendas/ns-leather/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -1,-1,M10,,,Tienda,"TIPO: Tienda | TIENDA: NS Leather | Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0.¿Qué es NS Leather?..Marcas que desarrolla objetos y accesorios en cuero, hechos a mano con materiales nobles, cueros naturales, todos forrados en su interior son textiles de Bellavista Oveja Tome, herrajería de calidad y cierres YKK Brasil.Ropa. | UBICACION: Nivel -1 - Nivel -1 - Local M10 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Museo Garment,"Quiénes somos.¿Qué es Museo Garment?..Museo, art garment, es diseño y producción de indumentaria esencialmente masculina. Proponemos concebir el vestuario como la creación de una obra de arte..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteRopa.",https://mut.cl/tiendas/museo-garment/,https://instagram.com/museogarment; https://www.facebook.com/museogarment,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.museogarment.com,https://museogarment.com/,Nivel -1 - local M08,-1,M08,,,Tienda,"TIPO: Tienda | TIENDA: Museo Garment | Quiénes somos.¿Qué es Museo Garment?..Museo, art garment, es diseño y producción de indumentaria esencialmente masculina. Proponemos concebir el vestuario como la creación de una obra de arte..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteRopa. | UBICACION: Nivel -1 - local M08 - Nivel -1 - Local M08 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.museogarment.com",tienda,comercios_y_tiendas
Blum Kidz,"Quiénes somos.¿Qué es Blum Kids?..Marca dedicada a crear ropa y accesorios para niños y bebés con un enfoque en la calidad, comodidad y sostenibilidad. Su principal compromiso es utilizar materiales nobles y naturales, como el lino y el algodón, para crear prendas suaves y delicadas que cuiden la piel de los más pequeños. Combinan belleza, comodidad y sostenibilidad para brindar prendas y accesorios confeccionados a mano con amor, mientras cuidamos el mundo en el que crecerán..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteNiños.Ropa.",https://mut.cl/tiendas/moma-kids/,https://www.instagram.com/blumkidz/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.momakidz.cl,https://www.momakidz.cl,Nivel -1,-1,M15,,,Tienda,"TIPO: Tienda | TIENDA: Blum Kidz | Quiénes somos.¿Qué es Blum Kids?..Marca dedicada a crear ropa y accesorios para niños y bebés con un enfoque en la calidad, comodidad y sostenibilidad. Su principal compromiso es utilizar materiales nobles y naturales, como el lino y el algodón, para crear prendas suaves y delicadas que cuiden la piel de los más pequeños. Combinan belleza, comodidad y sostenibilidad para brindar prendas y accesorios confeccionados a mano con amor, mientras cuidamos el mundo en el que crecerán..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteNiños.Ropa. | UBICACION: Nivel -1 - Nivel -1 - Local M15 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.momakidz.cl",tienda,comercios_y_tiendas
Migo,"Quiénes somos.¿Qué es Migo?..Entusiastas de la fotografía que han querido aportar creando un laboratorio profesional y amigable. Preocupados de dar un servicio de calidad, proponer nuevas ideas y buscar productos atractivos. Revelan, digitalizan y pasan a papel distintos formatos..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Fotografía.",https://mut.cl/tiendas/migo/,https://www.instagram.com/migolab/; https://www.facebook.com/migolab/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.migo.cl,https://www.migo.cl,Nivel -1 - local 1030,-1,1030,,,Tienda,"TIPO: Tienda | TIENDA: Migo | Quiénes somos.¿Qué es Migo?..Entusiastas de la fotografía que han querido aportar creando un laboratorio profesional y amigable. Preocupados de dar un servicio de calidad, proponer nuevas ideas y buscar productos atractivos. Revelan, digitalizan y pasan a papel distintos formatos..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Fotografía. | UBICACION: Nivel -1 - local 1030 - Nivel -1 - Local 1030 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.migo.cl",tienda,comercios_y_tiendas
Majen,"Quiénes somos.¿Qué es Majen?..Productos de cosmética que nacen con el propósito de conectar a las personas con sus cuerpos y emociones. Realizan mezclas únicas del milenario bosque valdiviano, donde combinan pureza, diseño responsable y elaboración a mano. .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Cosmética.",https://mut.cl/tiendas/majen/,https://www.instagram.com/majencosmetica/; https://www.facebook.com/majencosmetica,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.majen.cl,https://www.majen.cl,Nivel -1 - local 1033,-1,1033,,,Tienda,"TIPO: Tienda | TIENDA: Majen | Quiénes somos.¿Qué es Majen?..Productos de cosmética que nacen con el propósito de conectar a las personas con sus cuerpos y emociones. Realizan mezclas únicas del milenario bosque valdiviano, donde combinan pureza, diseño responsable y elaboración a mano. .Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Cosmética. | UBICACION: Nivel -1 - local 1033 - Nivel -1 - Local 1033 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.majen.cl",tienda,comercios_y_tiendas
Libro Verde,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.¿Qué es Libro Verde?..Editorial y librería independiente. Enfocada en temáticas de ecología, flora y fauna, divulgación científica, sustentabilidad, pueblos originarios y literatura para niñas y niños, entre otros. El catálogo proviene de la vinculación directa con pequeñas editoriales, fundaciones, investigadores e ilustradores de naturaleza..PróximamenteLibrería.",https://mut.cl/tiendas/libro-verde/,https://www.instagram.com/libreria_libroverde; https://www.facebook.com/librerialibroverde/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.libroverde.org,https://libroverde.org,Nivel -1 - local 1017,-1,1017,,,Tienda,"TIPO: Tienda | TIENDA: Libro Verde | Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.¿Qué es Libro Verde?..Editorial y librería independiente. Enfocada en temáticas de ecología, flora y fauna, divulgación científica, sustentabilidad, pueblos originarios y literatura para niñas y niños, entre otros. El catálogo proviene de la vinculación directa con pequeñas editoriales, fundaciones, investigadores e ilustradores de naturaleza..PróximamenteLibrería. | UBICACION: Nivel -1 - local 1017 - Nivel -1 - Local 1017 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.libroverde.org",tienda,comercios_y_tiendas
Khalu Champú,"Quiénes somos.¿Qué es Khalu Champú?..Tienda dedicada a la fabricación de productos de higiene desde un enfoque sostenible. Están en constante búsqueda de ingredientes 100% renovables, de origen vegetal y de comercio justo, al igual que en contacto con la agricultura y artesanía local. Además, sus productos no son testeados en animales..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteCosmética.",https://mut.cl/tiendas/khalu-champu/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Nivel -1,-1,1000-7,,,Tienda,"TIPO: Tienda | TIENDA: Khalu Champú | Quiénes somos.¿Qué es Khalu Champú?..Tienda dedicada a la fabricación de productos de higiene desde un enfoque sostenible. Están en constante búsqueda de ingredientes 100% renovables, de origen vegetal y de comercio justo, al igual que en contacto con la agricultura y artesanía local. Además, sus productos no son testeados en animales..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteCosmética. | UBICACION: Nivel -1 - Nivel -1 - Local 1000-7 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
El Florista,"Quiénes somos.¿Qué es El Florista?..Flores secas, frescas, preservadas, coronas y arreglos listos para decorar. Sus floristas recolectan día a día las flores y, manualmente, confeccionan, mezclan colores, aromas y texturas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteFlores.Hogar.",https://mut.cl/tiendas/el-florista/,https://www.instagram.com/elflorista.cl/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.elflorista.cl,https://elflorista.cl,Nivel -1,-1,1000-6,,,Tienda,"TIPO: Tienda | TIENDA: El Florista | Quiénes somos.¿Qué es El Florista?..Flores secas, frescas, preservadas, coronas y arreglos listos para decorar. Sus floristas recolectan día a día las flores y, manualmente, confeccionan, mezclan colores, aromas y texturas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteFlores.Hogar. | UBICACION: Nivel -1 - Nivel -1 - Local 1000-6 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.elflorista.cl",tienda,comercios_y_tiendas
De La Mafia &#038; Bastardo,"Quiénes somos.Quiénes somos.¿Qué es De La Mafia &#038; Bastardo?.Marca de accesorios premium fue creada el año 2014 en Santiago con la idea de mezclar el diseño y la manufactura en cuero, para obtener productos de calidad con buenas terminaciones. Son creados en Chile con manos experimentadas que han llevado el oficio durante décadas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteRopa.",https://mut.cl/tiendas/de-la-mafia-bastardo/,https://www.instagram.com/_delamafia_/; https://www.facebook.com/DLMhandcrafts/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.delamafia.com,https://delamafia.com/,Nivel -1 - local 1120,-1,1120,,,Tienda,"TIPO: Tienda | TIENDA: De La Mafia &#038; Bastardo | Quiénes somos.Quiénes somos.¿Qué es De La Mafia &#038; Bastardo?.Marca de accesorios premium fue creada el año 2014 en Santiago con la idea de mezclar el diseño y la manufactura en cuero, para obtener productos de calidad con buenas terminaciones. Son creados en Chile con manos experimentadas que han llevado el oficio durante décadas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteRopa. | UBICACION: Nivel -1 - local 1120 - Nivel -1 - Local 1120 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.delamafia.com",tienda,comercios_y_tiendas
Creado en Chile,"Quiénes somos.¿Qué es Creado en Chile?..Tienda que impulsa el patrimonio creativo en el país. Desde 2014 han descubierto y congregado a cientos de creadores chilenos en las ramas del arte, diseño, artesanía y más. Reúne a creadores consagrados y emergentes, con un criterio de selección la clave para atraer creadores de calidad..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteHogar.",https://mut.cl/tiendas/creado-en-chile/,https://www.instagram.com/creadoenchile/; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fcreadoenchile.cl,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.creadoenchile.cl,https://creadoenchile.cl/,Nivel -1,-1,1013,,,Tienda,"TIPO: Tienda | TIENDA: Creado en Chile | Quiénes somos.¿Qué es Creado en Chile?..Tienda que impulsa el patrimonio creativo en el país. Desde 2014 han descubierto y congregado a cientos de creadores chilenos en las ramas del arte, diseño, artesanía y más. Reúne a creadores consagrados y emergentes, con un criterio de selección la clave para atraer creadores de calidad..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteHogar. | UBICACION: Nivel -1 - Nivel -1 - Local 1013 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.creadoenchile.cl",tienda,comercios_y_tiendas
Cooperativa Moda y Diseño de Autor,"Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es COOM?..COOM es una Cooperativa de Moda y Diseño de Autor que integra vestuario, accesorios, joyería y calzado, que tiene como propósito ser un referente del diseño de moda contemporáneo, representando la identidad estética y cultural de Chile en colecciones colaborativas desde el concepto al producto.Ropa.",https://mut.cl/tiendas/cooperativa-moda-chile/,,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,,,Piso -1,-1,L05,,,Tienda,"TIPO: Tienda | TIENDA: Cooperativa Moda y Diseño de Autor | Quiénes somos.Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.Próximamente.¿Qué es COOM?..COOM es una Cooperativa de Moda y Diseño de Autor que integra vestuario, accesorios, joyería y calzado, que tiene como propósito ser un referente del diseño de moda contemporáneo, representando la identidad estética y cultural de Chile en colecciones colaborativas desde el concepto al producto.Ropa. | UBICACION: Piso -1 - Nivel -1 - Local L05 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00",tienda,comercios_y_tiendas
Cocó de la Vega,"Quiénes somos.¿Qué es Coco de la Vega?..Productos nacionales, diseñados y creados a mano. En esta tienda, se encuentran accesorios como aros, pañuelos, anillos y collares, muy coloridos y en todas sus formas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Accesorios.",https://mut.cl/tiendas/coco-de-la-vega/,https://www.instagram.com/cocodelavega.cl,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.cocodelavega.cl,https://www.cocodelavega.cl/,Nivel -1 - local M04,-1,M04,,,Tienda,"TIPO: Tienda | TIENDA: Cocó de la Vega | Quiénes somos.¿Qué es Coco de la Vega?..Productos nacionales, diseñados y creados a mano. En esta tienda, se encuentran accesorios como aros, pañuelos, anillos y collares, muy coloridos y en todas sus formas..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Accesorios. | UBICACION: Nivel -1 - local M04 - Nivel -1 - Local M04 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.cocodelavega.cl",tienda,comercios_y_tiendas
By Buenavista,"Quiénes somos.¿Qué es By Buenavista?..Mochilas para notebooks fabricadas con poliéster impermeable y respirable, de costuras reforzadas y acolchados. Con muchos colores para elegir, siempre manteniendo un diseño fresco. Cada modelo está pensado para acompañar a todas partes; trabajo, estudios, fin de semana en la playa o un paseo a la montaña..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Mochilas.",https://mut.cl/tiendas/by-buenavista/,https://www.instagram.com/by_buenavista/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.bybuenavista.cl,https://bybuenavista.cl,Nivel -1,-1,1112,,,Tienda,"TIPO: Tienda | TIENDA: By Buenavista | Quiénes somos.¿Qué es By Buenavista?..Mochilas para notebooks fabricadas con poliéster impermeable y respirable, de costuras reforzadas y acolchados. Con muchos colores para elegir, siempre manteniendo un diseño fresco. Cada modelo está pensado para acompañar a todas partes; trabajo, estudios, fin de semana en la playa o un paseo a la montaña..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.PróximamenteAccesorios.Mochilas. | UBICACION: Nivel -1 - Nivel -1 - Local 1112 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.bybuenavista.cl",tienda,comercios_y_tiendas
Bumi Lifestyle,"Quiénes somos.¿Qué es Bumi Lifestyle?..Es una eco-tienda que promueve el hábito de la reutilización para terminar con la cultura de lo desechable. Hay alternativas para el cuidado personal y para el hogar, sustentables, veganas, zero waste y local, en donde la economía circular es uno de los pilares más importantes..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Hogar.",https://mut.cl/tiendas/bumi-lifestyle/,https://www.instagram.com/bumilifestyle/?hl=en; https://www.facebook.com/bumilifestyle/,L-S: 10:00 - 20:00 D & F: 10:00 - 19:00,www.bumilifestyle.com,https://bumilifestyle.com/,Nivel -1,-1,M17,,,Tienda,"TIPO: Tienda | TIENDA: Bumi Lifestyle | Quiénes somos.¿Qué es Bumi Lifestyle?..Es una eco-tienda que promueve el hábito de la reutilización para terminar con la cultura de lo desechable. Hay alternativas para el cuidado personal y para el hogar, sustentables, veganas, zero waste y local, en donde la economía circular es uno de los pilares más importantes..Te podría interesar.Descubre que otras tiendas o espacios de MUT podrían ser de tu interés. Visita nuestro mercado y encuentra todo aquello que necesitas..#ffffff.0Hogar. | UBICACION: Nivel -1 - Nivel -1 - Local M17 | HORARIO: L-S: 10:00 - 20:00 D & F: 10:00 - 19:00 | CONTACTO: Web: www.bumilifestyle.com",tienda,comercios_y_tiendas
